Transaction,items
5082,"['Fudge', 'Sandwich', 'Tea', 'Toast']"
5083,"['Coffee', 'Jammie Dodgers']"
5084,"['Cake', 'Jammie Dodgers']"
5086,"['Bread', 'Frittata']"
5087,['Coffee']
5088,['Afternoon with the baker']
5089,"['Bread', 'Coffee', 'Raspberry shortbread sandwich']"
5090,"['Bread', 'Cake', 'Extra Salami or Feta', 'Sandwich', 'Tea']"
5092,"['Duck egg', 'Tea']"
5093,['Scandinavian']
5094,"['Brownie', 'Coffee', 'Hot chocolate']"
5095,"['Bread', 'Spanish Brunch']"
5096,"['Bread', 'Coffee']"
5097,['Jam']
5098,"['Coffee', 'Frittata', 'Scone']"
5099,"['Bread', 'Cake', 'Coffee']"
5100,"['Brownie', 'Cake', 'Coffee', 'Extra Salami or Feta', 'Hot chocolate']"
5101,['Fudge']
5102,['Coffee']
5103,"['Bread', 'Hot chocolate', 'Scone']"
5104,['Cake']
5105,"['Bread', 'Frittata']"
5106,"['Bread', 'Coffee']"
5107,['Brownie']
5108,"['Cake', 'Muffin']"
5109,['Cake']
5110,"['Coffee', 'Hot chocolate']"
5111,"['Frittata', 'Tea']"
5112,['Coffee']
5113,"['Cookies', 'Hot chocolate', 'Juice', 'Tea']"
5114,"['Bread', 'Cake', 'Hot chocolate']"
5115,['Bread']
5116,"['Coffee', 'Cookies', 'Juice', 'Scone']"
5117,"['Brownie', 'Coffee', 'Scone']"
5118,['Coffee']
5119,"['Raspberry shortbread sandwich', 'Tea']"
5120,['Afternoon with the baker']
5121,"['Alfajores', 'Coffee', 'Hot chocolate', 'Pastry', 'Tea', 'Tiffin']"
5122,"['Coffee', 'Medialuna']"
5123,"['Coffee', 'Toast']"
5124,['Coffee']
5125,"['Coffee', 'Toast']"
5126,['Coffee']
5127,"['Bread', 'Coffee']"
5128,"['Bread', 'Eggs']"
5129,['Bread']
5130,"['Bread', 'Coffee', 'Frittata', 'Scone']"
5131,['Medialuna']
5132,['Bread']
5133,"['Bread', 'Coffee']"
5134,"['Coffee', 'Toast']"
5135,['Medialuna']
5136,['Scone']
5137,"['Bread', 'Coffee', 'Tea', 'Toast']"
5138,"['Alfajores', 'Bread']"
5139,"['Cake', 'Coffee']"
5140,"['Bread', 'Cake', 'Coffee']"
5141,"['Bread', 'Coffee', 'Tea']"
5142,"['Bread', 'Cake', 'Hot chocolate']"
5143,['Tea']
5144,"['Alfajores', 'Coffee']"
5145,"['Coffee', 'Hot chocolate']"
5146,"['Afternoon with the baker', 'Bread', 'Hot chocolate', 'Smoothies', 'The Nomad']"
5147,['Tea']
5148,['Bread']
5149,['Jammie Dodgers']
5150,"['Coffee', 'Juice', 'The Nomad']"
5151,"['Bread', 'Cake', 'Pastry', 'Scone']"
5152,"['Coffee', 'Sandwich', 'Scone']"
5153,"['Cake', 'Coffee', 'Pastry']"
5154,"['Cookies', 'Soup', 'Tea']"
5155,"['Bread', 'Cake', 'Hot chocolate', 'Jammie Dodgers']"
5156,['Soup']
5157,['Salad']
5158,"['Frittata', 'Pastry']"
5159,['Bread']
5160,"['Alfajores', 'Cake', 'Jammie Dodgers', 'Tiffin']"
5161,"['Coffee', 'Extra Salami or Feta', 'Salad', 'Sandwich', 'Soup']"
5162,"['Alfajores', 'Coffee']"
5163,['Cake']
5164,['Tea']
5165,"['Hot chocolate', 'Jammie Dodgers', 'Smoothies', 'Tea']"
5166,"['Bread', 'Coffee']"
5167,"['Coffee', 'Juice', 'Soup', 'Toast']"
5168,"['Alfajores', 'Bread', 'Coffee']"
5169,"['Coffee', 'Duck egg', 'Spanish Brunch']"
5170,"['Cake', 'Coffee', 'Soup']"
5171,['Coffee']
5172,['Sandwich']
5173,"['Coffee', 'Sandwich']"
5174,"['Tea', 'Toast']"
5175,['Coffee']
5176,"['Bread', 'Cake', 'Jammie Dodgers', 'Juice', 'Medialuna', 'Truffles']"
5177,"['Coffee', 'Jammie Dodgers']"
5178,['Bread']
5179,"['Bread', 'Fudge', 'Smoothies', 'Tea']"
5180,['Bread']
5181,['Bread']
5182,['Coffee']
5183,['Coffee']
5184,"['Hot chocolate', 'Toast']"
5185,"['Hot chocolate', 'Sandwich', 'Tea']"
5187,"['Coffee', 'Hot chocolate', 'Tea']"
5188,['Cake']
5189,"['Cake', 'Coffee', 'Extra Salami or Feta', 'Toast']"
5190,"['Bread', 'Coffee', 'Pastry']"
5191,"['Coffee', 'Toast']"
5192,"['Bread', 'Sandwich']"
5193,['Coffee']
5194,"['Cake', 'Hot chocolate', 'Sandwich']"
5195,"['Farm House', 'Pastry']"
5196,"['Coffee', 'Soup']"
5197,"['Bread', 'Soup']"
5198,['Tea']
5199,"['Cake', 'Frittata']"
5200,"['Cake', 'Coffee', 'Tea']"
5201,"['Cake', 'Cookies']"
5202,"['Cake', 'Tea']"
5203,['Cake']
5204,['Cookies']
5205,"['Cake', 'Coffee', 'Cookies', 'Sandwich', 'Soup', 'Tea']"
5206,"['Cookies', 'Tea']"
5207,['Bread']
5208,"['Cake', 'Coke', 'Crisps', 'Sandwich']"
5209,"['Coffee', 'Soup']"
5210,"['Bread', 'Cake', 'Spanish Brunch', 'Tea']"
5211,['Coffee']
5212,['Bread']
5213,['Coffee']
5214,['Coffee']
5215,"['Bread', 'Coffee']"
5216,"['Bread', 'Cake', 'Coffee']"
5217,"['Coffee', 'Medialuna']"
5218,['Cake']
5219,"['Cake', 'Coffee', 'Soup']"
5220,"['Alfajores', 'Coffee']"
5221,"['Chicken Stew', 'Coffee', 'Juice']"
5222,"['Cake', 'Coffee', 'Hot chocolate']"
5223,"['Cookies', 'Hot chocolate', 'Tea', 'Toast']"
5224,['Coffee']
5225,"['Cake', 'Coffee', 'Cookies', 'Hot chocolate']"
5226,"['Cake', 'Hot chocolate']"
5227,['Bread']
5228,['Bread']
5229,['Bread']
5230,"['Coffee', 'Pastry']"
5231,['Coffee']
5232,"['Coffee', 'Focaccia', 'Scandinavian']"
5233,['Bread']
5234,['Coffee']
5235,['Coffee']
5236,['Coffee']
5237,['Coffee']
5238,"['Bread', 'Cookies']"
5239,['Scandinavian']
5240,['Scandinavian']
5241,['Scandinavian']
5242,['Farm House']
5243,['Coffee']
5244,['Bread']
5245,['Farm House']
5247,"['Coffee', 'Vegan mincepie']"
5248,['Coffee']
5249,"['Bread', 'Coffee', 'Medialuna']"
5250,"['Coffee', 'Muffin', 'Pastry', 'Tea']"
5251,['Cake']
5252,['Chicken Stew']
5253,['Tea']
5254,['Soup']
5255,"['Bread', 'Coffee', 'Salad', 'Spanish Brunch']"
5256,['Coke']
5257,['Tea']
5258,['Chicken Stew']
5259,['Bread']
5260,"['Art Tray', 'Coffee', 'Soup', 'Tea']"
5261,"['Bread', 'Coffee', 'Cookies', 'Focaccia', 'Medialuna']"
5262,['Bread']
5263,['Soup']
5264,"['Art Tray', 'Bread', 'Chicken Stew', 'Coffee', 'Coke', 'Pastry', 'Truffles']"
5265,"['Bread', 'Focaccia']"
5267,"['Frittata', 'Tea']"
5268,"['Art Tray', 'Chicken Stew', 'Coffee']"
5269,"['Bread', 'Scandinavian']"
5271,"['Salad', 'Spanish Brunch', 'Tea']"
5272,['Cake']
5273,"['Coffee', 'Hot chocolate']"
5274,"['Juice', 'Spanish Brunch', 'Truffles']"
5275,"['Coffee', 'Pastry']"
5276,['Cake']
5277,"['Fudge', 'Sandwich']"
5278,"['Cookies', 'Muffin']"
5279,['Bread']
5280,['Coffee']
5281,"['Cake', 'Coffee']"
5282,"['Chicken Stew', 'Tea']"
5283,"['Bread', 'Cake', 'Coffee']"
5284,"['Bread', 'Cake']"
5285,['Bread']
5286,"['Bread', 'Coffee']"
5287,"['Coffee', 'Pastry']"
5288,"['Cake', 'Tea']"
5289,['Bread']
5290,['Bread']
5291,"['Coffee', 'Toast']"
5292,['Coffee']
5293,"['Bread', 'Medialuna']"
5294,"['Coffee', 'Eggs', 'Pastry']"
5295,['Coffee']
5296,"['Cookies', 'Scandinavian']"
5297,['Bread']
5298,['Bread']
5299,['Bread']
5300,['Medialuna']
5301,['Farm House']
5302,"['Baguette', 'Bread']"
5303,['Bread']
5304,['Baguette']
5305,['Soup']
5306,['Tea']
5307,"['Coffee', 'Cookies', 'Pastry', 'Tea']"
5308,['Bread']
5309,['Bread']
5310,"['Chicken Stew', 'Coffee', 'Sandwich', 'Tea']"
5311,"['Coffee', 'Coke', 'Sandwich']"
5312,['Sandwich']
5313,['Sandwich']
5314,['Coffee']
5315,['Bread']
5316,"['Coffee', 'Sandwich', 'Tea']"
5317,"['Bread', 'Hot chocolate']"
5318,"['Cake', 'Tea', 'The Nomad']"
5319,"['Bread', 'Soup', 'Tea']"
5320,"['Medialuna', 'Sandwich', 'Soup', 'Tea']"
5321,"['Cake', 'Coffee', 'Tea']"
5322,['Sandwich']
5323,['Tea']
5324,['Coke']
5325,['Bread']
5326,['Tea']
5327,"['Cake', 'Juice']"
5328,"['Cake', 'Coffee']"
5329,['Muffin']
5336,['Bread']
5337,"['Bread', 'Medialuna']"
5338,['Tea']
5339,"['Bread', 'Coffee']"
5340,['Bread']
5341,['Farm House']
5342,"['Bread', 'Coffee', 'Cookies', 'Hot chocolate', 'Tea']"
5343,['Coffee']
5344,['Coffee']
5345,"['Bread', 'Coffee', 'Muffin']"
5346,['Muffin']
5347,"['Cookies', 'Juice']"
5348,"['Coffee', 'Cookies', 'Hot chocolate']"
5349,"['Cake', 'Coffee', 'Juice', 'Muffin', 'Tea']"
5350,"['Cake', 'Coffee', 'Juice', 'Muffin', 'Tea']"
5352,['Coffee']
5353,"['Bread', 'Coffee', 'Toast']"
5354,"['Art Tray', 'Coffee', 'Hot chocolate', 'Sandwich']"
5355,"['Juice', 'Muffin', 'Tea']"
5356,['Coffee']
5357,['Coffee']
5358,"['Coffee', 'Cookies']"
5359,"['Baguette', 'Bread']"
5360,"['Bread', 'Coffee']"
5361,['Coffee']
5362,"['Bread', 'Spanish Brunch']"
5363,"['Coffee', 'Muffin']"
5364,"['Baguette', 'Hot chocolate']"
5365,"['Coffee', 'Medialuna', 'Sandwich']"
5366,['Bread']
5367,"['Coffee', 'Soup', 'Tea']"
5368,"['Bread', 'Medialuna']"
5369,['Chicken Stew']
5370,"['Coffee', 'Spanish Brunch', 'Tea']"
5371,"['Coffee', 'Muffin', 'Soup']"
5372,"['Cake', 'Soup', 'Tea']"
5373,"['Bread', 'Muffin', 'Sandwich']"
5374,"['Bread', 'Coffee', 'Sandwich']"
5375,"['Baguette', 'Bread']"
5376,"['Bread', 'Jam', 'Pastry']"
5377,['Bread']
5378,['Pastry']
5379,['Cake']
5380,"['Chicken Stew', 'Spanish Brunch']"
5381,"['Bread', 'Farm House']"
5382,"['Cake', 'Tea']"
5383,"['Medialuna', 'Tea']"
5384,"['Coffee', 'Cookies', 'Tea']"
5385,"['Coffee', 'Muffin']"
5386,['Bread']
5387,"['Hot chocolate', 'Pastry']"
5388,['Bread']
5389,['Bread']
5390,"['Bread', 'Cookies']"
5391,"['Coffee', 'Toast']"
5392,['Bread']
5393,['Coffee']
5394,"['Coffee', 'Juice', 'Pastry']"
5395,"['Coffee', 'Cookies', 'Muffin']"
5396,"['Bread', 'Pastry']"
5397,['Medialuna']
5398,['Farm House']
5399,"['Bread', 'Spanish Brunch', 'Tea', 'The Nomad']"
5400,"['Coffee', 'Medialuna']"
5401,"['Farm House', 'Scandinavian']"
5402,['Bread']
5403,['Coffee']
5404,['Coffee']
5405,"['Bread', 'Coffee', 'Cookies']"
5406,"['Coffee', 'Juice']"
5407,"['Bread', 'Coffee', 'Medialuna']"
5408,"['Coffee', 'Toast']"
5409,"['Coffee', 'Pastry']"
5410,['Farm House']
5411,"['Bread', 'Cake', 'Coffee', 'Muffin']"
5412,['Coffee']
5413,['Bread']
5414,"['Coffee', 'Muffin']"
5415,['Sandwich']
5416,"['Cake', 'Coffee', 'Hot chocolate', 'Pastry']"
5417,"['Bread', 'Coffee', 'Scone']"
5418,"['Cake', 'Coffee', 'Medialuna', 'Tea']"
5419,['Bread']
5420,['Bread']
5421,"['Soup', 'Tea']"
5422,['Coffee']
5423,"['Coffee', 'Sandwich']"
5424,['Bread']
5425,"['Soup', 'Truffles']"
5426,"['Soup', 'Truffles']"
5427,"['Chicken Stew', 'Coffee']"
5428,['Soup']
5429,['Soup']
5430,"['Juice', 'Sandwich', 'Spanish Brunch', 'Truffles']"
5431,['Cookies']
5432,"['Bread', 'Muffin']"
5433,"['Brownie', 'Coffee', 'Tea']"
5434,['Tea']
5435,"['Coffee', 'Extra Salami or Feta', 'Soup', 'Tea']"
5436,['Baguette']
5437,"['Bread', 'Muffin', 'Soup', 'Tea']"
5438,"['Coffee', 'Sandwich', 'Soup']"
5440,['Coffee']
5441,['Tea']
5442,['Tea']
5443,['Tea']
5444,"['Coffee', 'Scone']"
5445,"['Coffee', 'Cookies', 'Muffin']"
5446,"['Bread', 'Cookies']"
5447,['Coffee']
5448,"['Hot chocolate', 'Scone', 'Soup']"
5449,"['Coffee', 'Scone']"
5450,['Bread']
5451,"['Bread', 'Cookies']"
5452,"['Bread', 'Cake', 'Juice', 'Scone', 'Toast']"
5453,"['Cake', 'Hot chocolate', 'Tea']"
5454,"['Bakewell', 'Soup', 'Tea']"
5455,"['Bakewell', 'Bread', 'Brownie', 'Cake', 'Coffee', 'Cookies']"
5456,"['Cake', 'Coffee']"
5457,"['Cake', 'Coffee', 'Cookies']"
5458,"['Coffee', 'Cookies', 'Tea']"
5459,['Coffee']
5460,"['Brownie', 'Coffee', 'Farm House', 'Juice', 'Medialuna', 'Pastry']"
5461,['Bread']
5462,"['Alfajores', 'Bread', 'Coffee', 'Pastry']"
5463,['Scone']
5464,"['Pastry', 'Scone']"
5465,"['Coffee', 'Pastry']"
5466,"['Bread', 'Eggs']"
5467,"['Coffee', 'Toast']"
5468,['Tea']
5469,"['Baguette', 'Bread']"
5470,['Farm House']
5471,"['Bread', 'Medialuna']"
5472,"['Baguette', 'Farm House']"
5473,"['Coffee', 'Tea', 'The Nomad']"
5474,"['Bakewell', 'Coffee', 'Hot chocolate', 'Juice', 'Pastry']"
5475,"['Baguette', 'Bakewell', 'Coffee']"
5476,['Bread']
5477,['Coffee']
5478,"['Coffee', 'Pastry']"
5479,"['Coffee', 'Hot chocolate', 'Muffin']"
5480,['Scandinavian']
5481,"['Coffee', 'Tea', 'Toast']"
5482,['Bread']
5483,['Bread']
5484,"['Bread', 'Medialuna']"
5485,"['Coffee', 'Tea']"
5486,"['Coffee', 'Cookies']"
5487,"['Frittata', 'Pastry', 'Vegan mincepie']"
5488,['Bread']
5489,"['Coffee', 'Muffin']"
5490,['Medialuna']
5491,['Cake']
5492,"['Bread', 'Brownie', 'Coffee', 'Frittata', 'Juice', 'Scone', 'Smoothies']"
5493,"['Bakewell', 'Bread', 'Coffee']"
5494,['Coffee']
5495,"['Bread', 'Focaccia']"
5496,"['Coffee', 'Tea', 'The Nomad']"
5497,['Bread']
5498,"['Baguette', 'Bread']"
5499,['Bread']
5500,['Tea']
5501,"['Coffee', 'Medialuna']"
5502,['Juice']
5503,"['Brownie', 'Coffee', 'Hot chocolate']"
5504,"['Coffee', 'Medialuna']"
5505,['Coffee']
5506,"['Bread', 'Brownie']"
5507,"['Coffee', 'Scone']"
5508,"['Hot chocolate', 'Scone', 'Tea']"
5509,"['Coffee', 'Extra Salami or Feta', 'Salad', 'Sandwich']"
5510,"['Cake', 'Jam']"
5511,"['Bread', 'Brownie', 'Hot chocolate', 'Scone']"
5512,"['Bakewell', 'Bread', 'Cake']"
5513,"['Bread', 'Cake', 'Coffee', 'Muffin']"
5514,"['Hot chocolate', 'Scone']"
5515,"['Bread', 'Jam', 'Scone']"
5516,"['Hot chocolate', 'Scone']"
5517,['Scandinavian']
5518,['Coffee']
5519,"['Bread', 'Coffee']"
5520,"['Bread', 'Coffee', 'Frittata']"
5521,"['Bread', 'Focaccia']"
5522,"['Bread', 'Gingerbread syrup']"
5523,"['Bread', 'Coffee']"
5524,['Bread']
5525,"['Bread', 'Tea']"
5526,['Bread']
5527,"['Coffee', 'Juice', 'Spanish Brunch', 'Toast']"
5528,"['Bread', 'Focaccia']"
5529,"['Bread', 'Coffee', 'Frittata', 'Salad', 'Sandwich']"
5530,['Coffee']
5531,"['Brownie', 'Tea']"
5532,['Sandwich']
5533,['Bread']
5534,"['Bread', 'Chicken Stew', 'Sandwich', 'Tea']"
5535,"['Coffee', 'Sandwich', 'Soup']"
5536,"['Bread', 'Tea']"
5537,['Bread']
5538,['Bread']
5539,"[""Valentine's card""]"
5540,['Coffee']
5541,"['Cake', 'Scandinavian']"
5542,['Focaccia']
5543,"['Bread', 'Extra Salami or Feta', 'Frittata', 'Jam', 'Mineral water', 'Salad', 'Scandinavian']"
5544,['Hot chocolate']
5545,"['Cake', 'Coke']"
5546,"['Scone', 'Tea']"
5547,['Tea']
5548,"['Brownie', 'Cake']"
5549,['Brownie']
5550,['Coffee']
5551,['Bread']
5552,"['Bread', 'Coffee']"
5553,"['Coffee', 'Scone', 'Tea']"
5554,['Coffee']
5555,['Coffee']
5556,"['Muffin', 'Tea']"
5557,"['Hot chocolate', 'Medialuna', 'Tea']"
5558,"['Bread', 'Coffee', 'Hot chocolate']"
5559,['Bread']
5560,"['Bread', 'Coffee', 'Tea']"
5561,"['Coffee', 'Tea']"
5562,"['Bakewell', 'Cake', 'Coffee', 'Cookies', 'Juice', 'Sandwich', 'Tea']"
5564,['Coffee']
5565,['Coffee']
5566,"['Bread', 'Pastry']"
5567,"['Baguette', 'Brownie']"
5568,['Bread']
5569,"['Coffee', 'Cookies', 'Pastry']"
5570,['Coffee']
5571,"['Bread', 'Coffee', 'Hot chocolate']"
5572,['Coffee']
5573,"['Coffee', 'Pastry']"
5574,['Tea']
5575,['Coffee']
5576,"['Muffin', 'Pastry']"
5577,"['Coffee', 'Soup', 'Tea']"
5578,"['Brownie', 'Cookies']"
5579,['Baguette']
5580,['Baguette']
5581,['Farm House']
5582,['Coffee']
5583,"['Coffee', 'Cookies', 'Medialuna']"
5584,['Farm House']
5585,"['Bread', 'Coffee', 'Granola']"
5586,"['Coffee', 'Spanish Brunch']"
5587,"['Baguette', 'Bread', 'Cake']"
5588,"['Coffee', 'Farm House', 'The Nomad']"
5589,['Bread']
5590,['Juice']
5591,"['Coffee', 'Extra Salami or Feta', 'Spanish Brunch']"
5592,"['Bread', 'Granola', 'Pastry']"
5593,"['Bread', 'Coffee', 'Pastry']"
5594,['Bread']
5595,['Brownie']
5596,"['Coffee', 'Smoothies', 'Spanish Brunch']"
5597,"['Bread', 'Coffee', 'Pastry', 'Scone']"
5598,"['Cake', 'Coffee', 'Hot chocolate', 'Sandwich', 'Toast']"
5599,['Bread']
5600,"['Bread', 'Coffee', 'Pastry']"
5601,"['Alfajores', 'Hot chocolate', 'Medialuna', 'Tea']"
5603,"['Bread', 'Tea']"
5604,"['Coffee', 'Juice', 'Medialuna', 'Sandwich', 'Scone', 'Truffles']"
5605,"['Bread', 'Coffee', 'Medialuna', 'Sandwich']"
5606,"['Bread', 'Coffee', 'Frittata', 'Pastry']"
5607,"['Bread', 'Frittata']"
5608,"['Coffee', 'Sandwich', 'Soup']"
5609,"['Coffee', 'Salad', 'Sandwich']"
5610,['Salad']
5611,['Bread']
5612,"['Fudge', 'Jam']"
5613,"['Cake', 'Hot chocolate', 'Medialuna', 'Tea']"
5614,"['Bakewell', 'Chicken Stew', 'Hot chocolate', 'Toast']"
5615,"['Coffee', 'Pastry', 'Tea']"
5616,"['Baguette', 'Cake', 'Cookies']"
5617,"['Bread', 'Cake', 'Chicken Stew', 'Tea']"
5618,"['Bakewell', 'Bread', 'Coffee', 'Hot chocolate', 'Spanish Brunch']"
5620,['Medialuna']
5621,"['Cake', 'Coffee', 'Medialuna', 'Scone', 'Tea']"
5622,"['Coffee', 'Medialuna']"
5623,['Bread']
5624,['Pastry']
5625,['Coffee']
5626,"['Bread', 'Pastry']"
5627,['Bread']
5628,['Bread']
5629,['Bread']
5630,['Bread']
5631,['Pastry']
5632,"['Coffee', 'Pastry']"
5633,['Bread']
5634,"['Farm House', 'Jam', 'Scandinavian']"
5635,"['Coffee', 'Cookies']"
5636,"['Coffee', 'Pastry']"
5637,['Sandwich']
5638,"['Coffee', 'Cookies']"
5639,"['Coffee', 'Pastry']"
5640,"['Bread', 'Coffee']"
5641,"['Bread', 'Coffee', 'Soup']"
5642,"['Bread', 'Fudge', 'Jam', 'Juice']"
5643,['Baguette']
5644,['Soup']
5645,['Soup']
5646,['Chicken Stew']
5647,"['Coffee', 'Tea']"
5648,"['Bread', 'Coke', 'Sandwich', 'Soup']"
5649,['Soup']
5650,"['Cake', 'Coffee', 'Hot chocolate']"
5651,['Coffee']
5652,['Pastry']
5653,['Bread']
5654,['Farm House']
5655,"['Coffee', 'Toast']"
5656,"['Cake', 'Coffee']"
5657,"['Bread', 'Coffee']"
5658,"['Cake', 'Hot chocolate']"
5659,['Coffee']
5660,"['Cookies', 'Hot chocolate', 'Tea']"
5661,['Hot chocolate']
5662,['Coffee']
5663,['Scandinavian']
5664,['Bread']
5665,['Bread']
5666,"['Bread', 'Toast']"
5667,"['Bread', 'Brownie']"
5668,"['Bread', 'Pastry']"
5669,"['Sandwich', 'Tea']"
5670,['Coffee']
5671,"['Bread', 'Coffee']"
5672,"['Coffee', 'Juice']"
5673,"['Cake', 'Coffee', 'Spanish Brunch']"
5674,['Coffee']
5675,"['Baguette', 'Brownie', 'Coffee']"
5676,"['Cake', 'Coffee', 'Pastry']"
5677,"['Coffee', 'Hot chocolate']"
5678,['Farm House']
5679,"['Tea', 'Toast']"
5680,"['Coffee', 'Pastry', 'Tea']"
5681,"['Bread', 'Pastry']"
5682,['Coffee']
5683,"['Bread', 'Sandwich', 'Tea']"
5684,"['Cookies', 'Farm House']"
5685,"['Bakewell', 'Cake', 'Tea']"
5686,['Coffee']
5687,['Bread']
5688,['Coffee']
5689,['Bread']
5690,['Coffee']
5691,['Coffee']
5692,"['Baguette', 'Cookies']"
5693,"['Cake', 'Coffee', 'Cookies', 'Spanish Brunch']"
5694,"['Cake', 'Coffee', 'Sandwich', 'Tea']"
5695,"['Cake', 'Coffee']"
5696,['Bread']
5697,['Baguette']
5698,['Bread']
5699,"['Coke', 'Salad']"
5700,['Bread']
5701,['Soup']
5702,"['Coffee', 'Sandwich']"
5703,['Brownie']
5704,['Bread']
5705,"['Chicken Stew', 'Coke', 'Juice']"
5706,['Baguette']
5707,"['Coffee', 'Soup', 'Tea']"
5708,"['Coffee', 'Cookies', 'Sandwich', 'Tea']"
5709,['Coke']
5710,"['Cake', 'Coffee', 'Toast']"
5711,"['Cake', 'The Nomad']"
5712,"['Bread', 'Coffee']"
5713,"['Cake', 'Cookies', 'Hot chocolate', 'Pastry', 'Tea']"
5714,"['Cake', 'Coffee', 'Tea']"
5715,"['Bread', 'Tea']"
5716,['Brownie']
5717,"['Cake', 'Coffee', 'Cookies']"
5718,['Bread']
5719,['Bread']
5720,"['Bread', 'Coffee']"
5721,"['Bread', 'Pastry']"
5722,['Bread']
5723,"['Bread', 'Coffee', 'Toast']"
5725,['Farm House']
5726,"['Bread', 'Cake', 'Coffee']"
5727,"['Bread', 'Hot chocolate']"
5728,['Coffee']
5729,"['Bread', 'Coffee']"
5730,"['Cake', 'Coffee']"
5731,"['Cake', 'Coffee']"
5732,"['Bread', 'Sandwich', 'Toast']"
5733,"['Coffee', 'Medialuna']"
5734,"['Alfajores', 'Bakewell', 'Bread', 'Coffee', 'Tea']"
5735,"['Bread', 'Coffee']"
5736,['Bread']
5737,"['Bread', 'Coffee']"
5738,"['Bread', 'Coffee']"
5739,['Bread']
5740,['Baguette']
5741,['Pastry']
5742,"['Bread', 'Pastry']"
5743,"['Baguette', 'Bread']"
5744,"['Bread', 'Coffee', 'Pastry', 'Tea']"
5745,"['Bread', 'Cake']"
5746,"['Coke', 'Sandwich']"
5747,"['Cake', 'Coke']"
5748,"['Bread', 'Coffee', 'Hot chocolate', 'Pastry']"
5749,"['Chicken Stew', 'Cookies', 'Spanish Brunch', 'Tea']"
5751,['Cake']
5752,['Coffee']
5753,['Coffee']
5754,['Bread']
5755,"['Bread', 'Sandwich']"
5756,"['Bread', 'Coffee', 'Sandwich']"
5757,"['Cake', 'Coffee']"
5758,"['Coffee', 'Extra Salami or Feta', 'Granola']"
5759,"['Coffee', 'Juice', 'Soup']"
5760,['Sandwich']
5761,['Baguette']
5762,['Coffee']
5763,['Coffee']
5764,"['Alfajores', 'Coffee', 'Hot chocolate']"
5765,"['Bread', 'Coffee', 'Tea']"
5766,"['Cake', 'Coffee', 'Cookies']"
5767,['Bread']
5768,['Bread']
5769,"['Bread', 'Cookies', 'Tea']"
5770,"['Cake', 'Coffee', 'Vegan mincepie']"
5771,"['Bread', 'Coffee', 'Hot chocolate']"
5772,['Bread']
5773,"['Alfajores', 'Brownie', 'Coffee', 'Cookies', 'Juice']"
5774,"['Cookies', 'Tea', 'Truffles']"
5775,"['Coffee', 'Coke']"
5776,['Bread']
5777,"['Bread', 'Coffee', 'Toast']"
5778,"['Bread', 'Coffee']"
5779,['Cookies']
5780,"['Bread', 'Coffee']"
5781,['Farm House']
5782,['Bread']
5783,"['Coffee', 'Cookies']"
5784,['Baguette']
5785,['Bread']
5786,['Alfajores']
5787,"['Brownie', 'Coffee', 'Hot chocolate', 'Juice', 'Pastry', 'Tea']"
5788,"['Bread', 'Coffee']"
5789,"['Cake', 'Coffee']"
5790,"['Cake', 'Coffee']"
5791,['Bread']
5792,['Bread']
5793,"['Bread', 'Cake', 'Juice', 'Tea']"
5794,"['Bread', 'Cookies', 'Juice', 'Sandwich', 'Tea']"
5795,"['Bread', 'Cake']"
5796,"['Alfajores', 'Coke', 'Hot chocolate']"
5797,['Cake']
5798,['Sandwich']
5799,"['Cake', 'Pastry', 'Tea']"
5800,"['Bread', 'Coffee', 'Farm House', 'Soup']"
5801,"['Bread', 'Sandwich']"
5802,"['Cake', 'Mineral water', 'Soup', 'Tea']"
5803,"['Bread', 'Chicken Stew', 'Coffee', 'Sandwich']"
5804,['Medialuna']
5805,"['Jam', 'Scandinavian']"
5806,['Cake']
5807,"['Bare Popcorn', 'Coffee', 'Extra Salami or Feta', 'Farm House', 'Juice', 'Salad', 'Spanish Brunch']"
5808,['Bare Popcorn']
5809,"[""Valentine's card""]"
5810,"['Bread', 'Cake', 'Sandwich', 'Tea']"
5811,"['Alfajores', 'Chicken Stew', 'Fudge', 'Spanish Brunch', 'Tea']"
5812,['Coffee']
5813,"['Bread', 'Coffee', 'Pastry']"
5814,"['Alfajores', 'Bread']"
5815,"['Coffee', 'Cookies']"
5816,['Bread']
5817,['Coffee']
5818,"['Alfajores', 'Cake', 'Coffee', 'Juice']"
5819,['Hot chocolate']
5820,"['Coke', 'Sandwich']"
5821,['Bread']
5822,['Baguette']
5823,"['Bread', 'Coffee', 'Cookies', 'Juice']"
5824,"['Cake', 'Coffee']"
5826,['Bread']
5827,['Bread']
5828,"['Bread', 'Toast']"
5829,"['Bread', 'Cake', 'Tea', 'Toast']"
5830,"['Bread', 'Toast']"
5831,['Cookies']
5832,"['Coffee', 'Toast']"
5833,"['Bread', 'Pastry']"
5834,"['Bread', 'Hot chocolate', 'Medialuna']"
5835,['Farm House']
5836,['Coffee']
5837,"['Farm House', 'Gingerbread syrup']"
5838,"['Alfajores', 'Bread', 'Coffee', 'Pastry']"
5839,"['Baguette', 'Coffee', 'Sandwich']"
5840,"['Coffee', 'Medialuna']"
5841,['Bread']
5842,['Scandinavian']
5843,"['Bread', 'Cookies']"
5844,['Coke']
5845,"['Medialuna', 'Pastry']"
5846,"['Coffee', 'Tea', 'Toast']"
5847,['Alfajores']
5848,['Bread']
